item_id,major_brand
CLUMPING CAT LITTER,ARM_N_HAMMER
PORTERHOUSE BO,PLU_MEAT
LARGE AA EGGS 8 CT,CCF_BRANDS
1 16 PETITE DMD BOWS,HUNTS
323 YOP YOG FR VAN,YOPLAIT
JULIE G NE SLEIGH,OPI
LINDSAY OLVS SLICD,LINDSAY
CS CRANBERRY,CAPRI_SUN
SIM JIM HANDI PAK,SLIM_JIM
GOLDFSH CLR CARTDNAC,PEPPERIDGE_FARM
OM L/ABLE HAM /CHD,OSCAR_MAYER
KRFT AN SNG,KRAFT
FAGE PEACH YOGO,FAGE
FV DCOIFFEE,GALLO_FAMILY_VINEYARDS
TRIPLE CHCC BISM,KRAFT
WRIG ORBIT STRW GUM,WRIGLEYS
150Z ITS NOT BIR,I_CANT_BELIEVE_ITS_NOT_BUTTER
LD BROWNIE PUMK,LITTLE_DEBBIE
FFEAST GRILL WHTFISH,PURINA
BANQUET B&S ORIG,BANQUET
OLIVE GARDEN GIFT GIFT CARD,APPLE
BRM FARRO 0G 2,BOBS_RED_MILL
ANVO POS AGE ST HC,AVEENO
STOP SHOP CAAD,SHOPPERS_VALUE
CAMP CREAM OF MUSHROOM 26 OZ,CAMPBELLS
HNY SMACKS,KELLOGGS
BANQ BNS ORIG LT,BANQUET
NC PLEXIBLE TAPE,3M
HUNTS S/TOMATO 14,HUNTS
KELL STRAW FR MINI W,KELLOGGS
TOMATO GREENHOUSE ORG LOCAL,PLU_VEGETABLE
CG EXT EYELGT WPMASC,COVERGIRL
ALMND BRZ UNSWT VANILLA,ALMOND_BREEZE
STASH TEA CAFFEINATED CHAI LEAF TEA 20CT,TAZO
ORGANCI BNLS SKNLS,PLU_MEAT
MUG,MUG
HORMEL BACON CRMBSWL,HORMEL
PPL-CAT 16 SALMON,IAMS
TWIX TWIN BAR 1.72,TWIX
JTB B RL PAPRTWL,BOUNTY
LOREAL COLOUR RICHE REGULAR ENAMEL +LCLRR NLP S#470 REG LIQ GB,LOREAL
OCN SPSRY DT FCRN,PURINA
IDEAL SPOONS,IDEAL
NEWCHOICE BEEF BROTH,SWANSON
BABY POR TABELLO MS,MAYBELLINE
BAND MEAT LO,PLU_MEAT
HVY BUTTER SPREAD,LAND_O_LAKES
RG SPORT AP SOLID,RIGHT_GUARD
HNST OG LMNAD MANG,PLU_VEGETABLE
GM MG CH EERS PB PR,GENERAL_MILLS
SC 3712 N OWN WHT BRD,NATURES_OWN
NAPKINS____F SAVIN,BOUNTY
RIP IT ENERGY,RIP_IT
REESDE BUNNIES,ANNIES_HOMEGROWN
ORAGNIC MILK FF,STONYFIELD_ORGANIC
1 CUREL IH CREAM,UTZ
HEB'S F CRAN RAS SPRKLNG,PLU_MEAT
TOAMTOE VINE,PLU_VEGETABLE
CRSANBRY GOAT,THE_BILLY_GOAT_CHIP_CO
CHERRIOS-FRSTD CER,GENERAL_MILLS
OLAY TE CC EYE CRM,OLAY
CLF MJ DKCH CHYAL,NATURE_VALLEY
HUNTS ETCHP,HUNTS
HRBES CN MAKED SHI,HERBAL_ESSENCES
GOLDEL GRID SYR,AUNT_JEMIMA
BAR S AL MEAT BOPC,PLU_MEAT
LEXMARK 105XL BLAC,PLU_VEGETABLE
RHYFRM ORE,OREIDA
KR FINELY SHRD MED,KRAFT
SHN OLIVE OIL &CRACKED,ISOPLUS
BLK O GARBANZO BNS,BUSHS_BEST
RML SHOW OFF LIP LAC,RIMMEL_LONDON
SUN 2X MT FRSH,SUN
PO STG 1 JUST PRUNES,BEECHNUT
CG NATLUX GLS PEON,COVERGIRL
RTE SHTZ CAPPUCINO YGRT SIN,CHOBANI
NAB OREIL ORIG COOKIE,KRAFT
TF TORTILLA PLN,PLU_BAKERY
CRYS LT ENRGY PEACH OTG,CRYSTAL_LIGHT
SWISS CH,SWISS_MISS
PRSL SMK HAM ENG,PLU_MEAT
LOR CR NE SWEET LILAC,LOREAL
MUSH SLCB,RAGU
HTZ OINKIES PGSKN TWST,SMIRNOFF
KRAFT VLV SH /CHDR PP,KRAFT
FL FRITOS XL SCOOPS,FRITOLAY
4PK WD ULTRA BATH RC,DURACELL
SOLO SQUARED PLATES,SOLO
MUIR GLEN ORGANIC TO,MUIR_GLEN
NAC RITZ CHIPS,KRAFT
STORAGE WARS THE BOARD GAME BY SPIN MASTER FACTORY SEALED NEW,LEGO
OFF CLIP REFILS,REVLON
ROUND STEAK BMLS,PLU_MEAT
W/F TOM KETC,HUNTS
ALEXIA SPICY SWT PT,ALEXIA
MARL PK GL DBX,MARLBORO
STO POWER GREENS PC,PLU_VEGETABLE
ANGUS BEEF GROUND RD,PLU_MEAT
HELMAN MAYO W/DP,HELLMANNS
TIDE ULTR CLDWTER MPC,TIDE
"EQUATE ANTIBACTERIAL HANDS & FACE CITRUS SCENT WIPES, 40CT",LYSOL
CLV CRYO SLCO BACN 1,OSCAR_MAYER
MILK BONE L,MILKBONE
$1 ON 5 HUNTS,HUNTS
TRI BALL RECIVER HITCH,PLU_MEAT
MOML GLODNPF CEREAL,MALTOMEAL
BARILLA LARGE SHEL SR LIGHT SEEDED RY,PLU_MEAT
MINUTE MAID WTEMEL,MINUTE_MAID
1 ELM EXT POM SMT,LIPTON
NEWMAN COOKIES,NEWMANS_OWN
MP ICE CREAM,MARKET_PANTRY
BUD SELECT CANS,BUDWEISER
NUX PACIFIER,AVENT
PURDY 2-IN XL-SPRIG ENAME,PLU_VEGETABLE
GE FOREST HM,PLU_MEAT
WRP REDSKN CLSL,HORMEL
1 LIST ORIGINAL 1LTR,LISTERINE
PRT PL MND DKCHC,NATURE_VALLEY
SOBE LIFE WTR PCFC COCONT,SOBE
MT OLV SWT GHERKINS,MT_OLIVE
PICSWE STMR BBY,PLU_VEGETABLE
UNCLE BEN 3202,UNCLE_BENS
MULLER CRK CRN STR,QUAKER
CLFD PZA CRST GF,PILLSBURY
DISNEY'S JAKE AND THE NEVER LAND PIRATES MINI CENTERPIECES PARTY,LEAPFROG
HEX HD LAG SCR,3M
OLD TONW LEMONADE 20 OZ,OLD_ORCHARD_PREMIUM
TRANSFORMERS PRIME DELUXE ACTION FIGURE FIRST EDITION BUMBLEBEE,HASBRO
BLBLL BROWN RIM,BLUE_BELL
POLAR TREATS STICKS FROZEN NOVELTIES 12CT,PLU_FRUIT
RC KEL CORN POPS,KELLOGGS
TRANS DISCOUNT AMT. 3076,COCACOLA
WELENESS PLUS COUPON $2.0,RITE_AID
COL INN VEG BROTH,PLU_MEAT
KR VELV SHELLA CHEES,KRAFT
CRAKERS SAVORY THING TJ,PLU_MEAT
SWN CH BDROTH,SWANSON
WER CAT GF SRD/TUN/TK 3.2,PURINA
WEGE SRDCH BRKN PRPC,WEGE_OF_HANOVER
QUAK CHY BARS,QUAKER
SR FANCY MILD CHEDD,HERRS
HONEY MAID GRHM CINN,KRAFT
ORGANIX REGULAR/BASIC CONDITIONERS 13FLOZ,ORGANIX
NESTLE JUICY JICE APPLE,NESTLE
LBRY TOASTER STRUDEL,PILLSBURY
MM'S PNUT BUTTER,MNMS
GRND SIR,PLU_MEAT
MAYBL MNRL PUFND40 NUDE,MAYBELLINE
COKE REF 12 PK,COCACOLA
HYV PREN BTR GRLC CR,PLU_MEAT
ESSEVRYDY BOUILLON,KNORR
UBKOTEX P/LINER CURVES,KOTEX
RWM MEX SHREDD,PLU_MEAT
HALLMARK CARD,HALLMARK
SD-DOG 15.5 ADLT,IAMS
PEPSI 24PKS 154,PEPSI
MOGUMOGU PINEAPPLE/COCO DRIN,VITA_COCO
H/ESS COND LONG TRM RLTSHP 10.17Z,HERBAL_ESSENCES
PARMESAN GRATED CPPC,STELLA
KRFT SPNG BOB,KRAFT
BBY FD SWEET POT,GERBER
DOLE 100%,DOLE
PMPKN PAINT / CAR,GLADE
HORML HOT CH W/B,HORMEL
SD COCO MLK NSA MN,NESTLE
CORN YELLOW-ELOTE-MAZORCA,GOYA
FP SGR SNAP PEA,RETAILER_HANNAFORD
YOPLAIT STRAWBERRY BANANA SMOOTHIE - 2 CT,YOPLAIT
YOPLAIT GREEK BLUEBEER,YOPLAIT
VIVA VNTG MCAS,KLEENEX
IMMPERIAL TASTE BEAN THREAD 1,RETAILER_HANNAFORD
CMPBL SPGO S W/MTBL,CAMPBELLS
HUG SMUGADRY SS JB,HUGGIES
Q OATML/STRWB/CR,QUAKER
"S&B PREP, WASABI",PURINA
GOT 2B SMTH OP LU MFG CPN,GOT2B
LD STAR CRUNCH 2,LITTLE_DEBBIE
CRMY GOUDA BSQ,CAMPBELLS
BORDEN SINGLES 12OZ,BORDEN
MEGA FRT GMI,GENERAL_MILLS
KONG KEE RICE NDL 15 OZ,NISSIN
ARIZONA SF GREEN ICED TEA TF,ARIZONA
SOFT SCRUP BTL B&B,SOFT_SCRUB
200Z CRAN-LIME SEL 20Z,BUDWEISER
PRICE PAIDE,FISHERPRICE
DM SLCDPERS IN S,DEL_MONTE
NV GRN CRNCHY DR,NATURE_VALLEY
GER OTML&BAN CER,GERBER
ROUND TUFTED STORAGE OTTOMAN - GRAY,STERILITE
NORMAL BAG,LAYS
KOOL WHEELS RACING SET,HOT_WHEELS
T-LEG IRONING BOARD,PLU_MEAT
1 HALF MARK CNTR CROS,HALLMARK
SC 3960 GATORADE,GATORADE
YEO SOYMILK DRINK,VITASOY
CACIQUE RANCHERO BEEF CHORIZOL,PLU_MEAT
TCBY VAN BN 2.99,TCBY
WHL BF TNDRLOIN,PLU_MEAT
REDDIWIP WHP CRM,REDDIWIP
CHOBANI BLNF YG,CHOBANI
SC PC HERSEY S SQUEE,HERSHEYS
MIN RICE PRM LNG,MINUTE
PREX FAB SOFT RENPC,PUREX
MEIJI HELLO APNDS-CHOCOLATE,HELLO_PANDA
$NABISCO,KRAFT
COOL WHIP REG 8,KRAFT
UBK UT RED CLWR,KOTEX
VALU STAR 3-COMP H/LID,HORMEL
STEW CHUCK,PLU_MEAT
4-DP BARN WIND,WET_N_WILD
AH 2X LIO PERFUME 100LD,ARM_N_HAMMER
FS COTTON MOP HEAD,BOARS_HEAD
DORITOS NACHO CHEESE 11.50 OZ.,DORITOS
DAWN HRND CAPE POM 9Z,DAWN
PRK IOIN,PLU_MEAT
FFEAS GRILLED SAL SHRIMP 3 0,PURINA
WG FR WHITE GRAIN,SARA_LEE
GG BSB RST POTAT W/B,GREEN_GIANT
TOSTITOS CHEES,TOSTITOS
CBAD SPAS,CHEF_BOYARDEE
DOLE AMER B 2.50,DOLE
UTZ POTATO CHIP BARBEQUE BAG 1.5OZ,UTZ
L BANDERITA S,LA_BANDERITA
FRAM CH9549 EXTRA GUARD OIL FILTER,FRAM
NBC MIN SALITNE,KRAFT
KRAFT CHPTL,KRAFT
TAMPICO CTR 1GAL,TAMPICO
FRSK SC TK/GBL/GR,PURINA
PEPSI 12 MM8322,PEPSI
FLUSH MOUNT BIT KIT,NATURE_VALLEY
HAND OLAY MSTR LTN,OLAY
OM LNCHBL HAM SWISS,OSCAR_MAYER
LF X VRGN OLIVE,GOYA
LYFE STEEL-CUT OAT,QUAKER
1 RICE-A-RONI BEEF,RICEARONI
ERD DISPENSER W/15,PEZ
KRO GR CR CHUCK,PLU_MEAT
AMICK JR CHKN DRU,PLU_MEAT
SPCL SQUASH GREEN SMALL,PLU_VEGETABLE
CHEF BOYARDEE BE,CHEF_BOYARDEE
NISSIN-TOPRAMENNOODLEBEEF/30Z,NISSIN
3 PC PLASTIC FUNNEL,NATURE_VALLEY
TILLAMOOK IC CHOC,TILLAMOOK
RICPAC-DRUSTRING TRASH BAG 8CT 30GA,GLAD
KEL POPTRT FRST SMOR,KELLOGGS
SPEC K PRO SHK PC,KELLOGGS
SSL ASIAN TRAIL MIX,AMPORT_FOODS
KLEENEX 3PLY10P,KLEENEX
PATRITOTIC BOW,CREAMETTE
CHEEZ-IT WHITE CHD,CHEEZIT
CM ORG TALIAN BLOOD ORG,PLU_MEAT
WHITE HOT SOFT BITE SAFETY SPOON,NATURE_VALLEY
WB IRG X LG EGG,PLU_VEGETABLE
PVLB CH BRSTT,PLU_MEAT
HYBRID PLS HI LO LACE BK TNK,PLU_MEAT
DAWN NEW ZLAND,DAWN
12 OZ ICEBERG GARDEN,MARKETSIDE
SHK N BK CH PORT,SHAKE_N_BAKE
ORAL -B TOOHBRUSH CHARMIN 12RL DBL,CHARMIN
CARNE PARA TACDS,PLU_MEAT
BALL OPARK HOT DOG BUNS,BALL_PARK
39 CURLY LEAF PARSLEY F,PLU_VEGETABLE
THREE RIVERS BARLEY WHOLE : 2 LBS,PLU_MEAT
ARMOUR CHS PIZZA,OSCAR_MAYER
MIKE&IKE REDRGS,MIKE_AND_IKE
FRESNO BEE FAILY,NEWSPAPER
SHOULDER PICNIC,PLU_MEAT
ALMD WLNT MACD BAR,KIND
FRANSCO TOM BASIL,FRANCESCO_RINALDI
ONIONS YLW`,PLU_VEGETABLE
JD MTLVR BKFBWL,JIMMY_DEAN
HORM COMP BF STK T,HORMEL
6 EGGS EXTRA LARGE 1 DOZE 1/$1.39,EGGLANDS_BEST
365 SNFLWR NS 16Z,GOOD_SENSE
PETC ASST RHID,PLU_MEAT
ENG WOFFIN OG,FOOD_FOR_LIFE
NAVEL ORANGE TOMATOES,PLU_FRUIT
COLG MX FRSHD,COLGATE
LA MORNA COIL FIDEO,LA_MODERNA
PURE SILK CHERRY SLO,SUAVE
JIM BEAM BOURBON - PET,JIM_BEAM
CHEWY CHIPS ANDY B,KRAFT
AMY INDIAN PANEER MEAL,STOUFFERS
O&M HAM /SWSS LNCHA,OSCAR_MAYER
9 LIVES INDR COMPLTE,9LIVES
KRFT SHRED CLBY,KRAFT
O IDA MINI TATER TOT,OREIDA
TRAVEL RETRACTABLE,PAPER_MATE
SUN-MAID RAISINS - 30 OZ. - 2 CT.,SUNMAID
SNS GARLIC BREAD,SARA_LEE
TODAY SAVINGS TODAY,PLU_MEAT
JR'S CORN TORTILLA,BARREL_O_FUN
ALEXIA HASHED BROWNS,ALEXIA
COFF CAPP,STARBUCKS
SR LHVD LMI9LK,KEMPS
FIBER ONE PROTEIN BARS P.B,GENERAL_MILLS
WONKA/NERDS-GUMBALLS/4OZBAG/,WONKA
MAY CORR POWDER,MCCORMICK
SKOAL XTRA LCMINT,SKOAL
BRUINS FLIP FLOP,CHOBANI
MCCORMICK WHOLE OREGANO LEAV,MCCORMICK
VPL LT RAS CHSCK,YOPLAIT
FREEZE AT HOME POPS - SIX FRUITY FLAVORS,KELLOGGS
OM HAM /CHDR COOKIE,OSCAR_MAYER
1 DH FROST RTS VAN 16Z,DUNCAN_HINES
POTS RUSSETL,COVERGIRL
QUAKER INSTANT OATME,QUAKER
$ NAB MINI CAP AHO,KRAFT
TWIZZLERS TWST BARPC,HERSHEYS
CUPCAKE PINOT GRIGIO 750ML,CUPCAKE_VINEYARDS
BLSTX LIPMOX RFL .25Z,BLISTEX
TT FERRERO ROCHER,FERRERO
BIRTHDAY CANDL,HALLMARK
FULLER'S LONDON PORTER,PLU_MEAT
SALTED SM SQUID,PLU_MEAT
STICKY NOTE,HALLMARK
GREEN GIANT,GREEN_GIANT
BIRDSEYE VOILA,BIRDS_EYE
8PEC K CRACKER CHIPS,KELLOGGS
WHITE POPPING CORN,ORVILLE_REDENBACHERS
MICH ZAP POP N CHK RC,MICHELINAS
SF LEMON MAR PIE,RETAILER_HANNAFORD
TOTINO CLS PE,TOTINOS
PRICE WITH YOR CAD,PURINA
LAY LAYS LIMON,LAYS
HONEY NT CHEERIOS,GENERAL_MILLS
BK SHOP D-NUT,NATURE_VALLEY
WASABI TERIYAKI SAUCE,KIKKOMAN
BOOT POLISH,KIWI
HUG LISTNUG S1 JB,HUGGIES
MOUNTAIN DEM 20 OZ,MOUNTAIN_DEW
TX 1560 HLDYCHR,PLU_MEAT
THOMAS TH INS 13Z,THOMAS
QUAL CHW DIP CED H,QUAKER
CAPR SUN STWBRYU,CAPRI_SUN
RAGU PST SCE,RAGU
KOTEX SEC TAMP REG,KOTEX
KELLOGGS SPK CRACKE CHIP,KELLOGGS
NAB MM CHOC GRAHAM,KRAFT
VANTAGE SELTZER,ALKASELTZER
"SOLO 7"" HVY DTY 20Z PLT",DIXIE
KLLEN LT GCL,DREYERS
1 KK BARBEQUE DEPARTMENT,PEDIGREE
GLTE CAKTRTDOES MA,HELLMANNS
FE BACON,FRESH_EXPRESS
PILLS T/S C/STRWBPC,PILLSBURY
CB WHL GRN ABC&123OC,PLU_MEAT
JLY EVAP FILLED MIL,NESTLE
COKE,COCACOLA
BACON BITS IMITATION,MCCORMICK
GD CK PLSTC GRATER,GERBER
TANKINI TOPS,TOPS
PLUM ORG STG BLU,PLUM_ORGANICS
ADVIL IBUPROFEN LIQUI-GELS - 120 CT,ADVIL
BREY OFFEE,BREYERS
PHILLY JAL CRM 2.00,KRAFT
EGGO CHO CHP,KELLOGGS
OI POTATO SHOESG,OREIDA
JELL-O SF CHERRY,JELLO
POTATOES RUSSIAN,PLU_VEGETABLE
EOS LIP BALM STRWB 0.25Z,EOS
5095 $PEEPS,PEEPS
FOLGERS GOUR,FOLGERS
EXPRRESS LETTUCE TRIO,FRESH_EXPRESS
WELCHS JUIC GRAPE,WELCHS
CARNE P TACOS,PLU_MEAT
MOGAMI ORGANIC RED BEAN,EDEN_ORGANIC
CBT.MONT.JACK.SHR4,TILLAMOOK
LOR VOLUMMNOUS MASC BLACK,LOREAL
SALSA DOUBLE ROASTEED,TACO_BELL
CRACKER VARTY 12 CT,KRAFT
XT LEAN,PLU_MEAT
EE HARDWOOD B,PLU_MEAT
"SOLO 10"" PLATES",SOLO
PHIL CEM,KRAFT
AMERICAN BEAUTY LONG SPAGHETTI,SKINNER
HNY MAID FRSH,KRAFT
CAB BNLS TOP ROUND ROAST,PLU_MEAT
MEDITERRANEAN SUNDRIED TOMATO & GARLIC CHICKEN,RETAILER_THE_FRESH_MARKET
SCOTT MEGA PT 6 PK 102C,SCOTT
CREST 1D WHT MC,CREST
SUBM TX GIANT,SUNBEAM
SEEDLESS FAAT K,PLU_FRUIT
SUNKIST 120 CALORIES,SUNKIST
PRETZEL BUN,PEPPERIDGE_FARM
SCH LT BROWN CANE 5LB,DOMINO
HVR ORIG PRANGE,HIDDEN_VALLEY
TC EYEGLASS REPAIR KIT,SMART_ONES
GLD PISO WMR,GLADE
BASIL CLAM 0.750Z,PROGRESSO
PUB MED WGHT P PLI,RETAILER_HANNAFORD
STNYFD GRK PINEAPPLE,STONYFIELD_ORGANIC
1 5 HOUR EXTRA STR GRAPE LQ,5_HOUR_ENERGY
MAGICBAG INSTANT SPACE : X-LARGE ORIGINAL - 70 X 100 CM,PLU_MEAT
BODY BENEFITS GENTLE BATH SPONGE BLUE,BODY_BENEFITS
PIZZA FEATHER SHREDS 8 0Z,KRAFT
APR ICOTS,ST_IVES
RICOLA LMN C219CT,RICOLA
SPRITE 1.5 LITER,SPRITE
WB SDLS COKE,COCACOLA
WFM COCKTAIL 90Z,PLU_MEAT
AVALON CODE <DS>,MOUNTAIN_DEW
FEB CAR VNT CLP HAW 1CT,FEBREZE
ZIPLOC VERSGLASS,ZIPLOC
B DMND ALMND MCCHIA,BLUE_DIAMOND
MILKA CHOCTOFFEECRUNCH3.52,MILKA
CPN/GLACEAU,GLACEAU
6 SEEDS SUNFL,DAVID_SEEDS
TMBSTN DBLTP 4 MEA,TOMBSTONE
JRGRNS GLW LTWT,JERGENS
RED KINEY BEANS,GOYA
M M THEATER,SKITTLES
SHRED SHARP CHSE,BORDEN
FRZN 3 BERRY BLEAND,DANNON
NEXXUS,NEXXUS
LOL SWEET BUTTER PC`,LAND_O_LAKES
FRISK TRSA CHCKN,PURINA
HERR PRIZL 1.21,HERRS
MOORES BUFFALD WING SA,TYSON
A AVOCAODS HASS,PLU_VEGETABLE
FDLY CHOCOLATE I PC,FIELD_DAY
PRD CHICKEN BNLS IND,PERDUE
FIBER PLUS,FIBER_CHOICE
"LEGACY, BOOK 2: THE KILLING FIELDS VOLUME 2",LEAPFROG
HART TRYK CHK C,PLU_MEAT
MOUSE TRAP- VICTOR TIN CAT,SMARTYKAT
DM ZUCCHINI/SCE,DEL_MONTE
OREO DBL STUFF HEAD/TAILS,KRAFT
VITAMINWATER ZERO PO,GLACEAU
GATOR XFACT PUNC 8,GATORADE
HEINZ KETCHUP 10Z STANDUPPAUC,HEINZ
PURPLE ONION,PLU_VEGETABLE
CHESTER PUFCRN BOT,FRITOLAY
PRGO WHSTYL ALFR,PREGO
KING SNICKERS 3.290Z,SNICKERS
PC POLAND FLUORIDE 8P,POLAND_SPRING
CAPSUN CIWI,CAPRI_SUN
COLORSILK LIGHT ASH BL,REVLON
SSL CHRRY CLA 12PK,COCACOLA
CMFT TRW PNT,NESTLE
APL ROYAL GALTOO,NATURE_VALLEY
FL MENS JERZEES BASIC FLS PNT,PANTENE
FR/STRWBRY POPTART 8,KELLOGGS
FRSKIES CHKN / SLMN,PURINA
CELERY -48CT STALK,PLU_VEGETABLE
KIFDGERTS JEELY BOW,CREAMETTE
CANTALOUP MELON,PLU_FRUIT
NR CORNA,CORONA
HIDDEN VALLEY GRLC,HIDDEN_VALLEY
CHEEZITS HOT & SPICY,CHEEZIT
ALEX IA POTATO PARM,ALEXIA
"40"" SONY R450 SERIES 1080P - LED - HDTV",SMART_ONES
FRUIT Y CHEERIOS,GENERAL_MILLS
FV STO BBY SPRN,PLU_MEAT
W&WLD BRW&LN PN65C LAVN,WET_N_WILD
GRB 3FDS VEGTURK,GERBER
B VET SLCD RIPE OLIV,LINDSAY
PS VITA 4GB MEM CARD,SANDISK
V8 SPLCH APY BLND,CAMPBELLS
DURASELL BAT,DURACELL
DISNEY SLEEP,DISNEY
MAG WEIGHT WATCHER,WEIGHT_WATCHERS
PHIL DEL HOPIA MONGO,KRAFT
DORTIOS TAPATI1.25Z,DORITOS
BC SPRMST CK Y_W,GENERAL_MILLS
HER KINGSZREES CUPS,HERSHEYS
OUTDOOR PRODUCTS D-RING REPLACEMENT SET,BLACK_N_DECKER
DEER SLIPPR SOCK,DEER_PARK
DAILY RACING SAT,NEWSPAPER
"SQUASH, WTR, BUTTERCUP",HINT
JG NE UMBRELLA DRINK,CAMPBELLS
OUCHLESS 5.5 BLACK 14CT,GOODY
HV WHOLE WHEAT PANCA,KELLOGGS
555 MACKEREL IN TOMATO SAUCE,GOYA
LNDRY PROD SAVIN,TIDE
MONSTER 2ERO ULTRA V,MONSTER
OM LUNCHABLE PIZZA 4,OSCAR_MAYER
BQ EVERYTHING FLAT,PLU_MEAT
PNT CD NRM THCK ANTB12.6,PANTENE
B CRK MIX,BEAR_CREEK
WEG CRESENT ROLLS,PILLSBURY
-BY CUT CORN,GREEN_GIANT
FOOD BAG ZIPLOC,ZIPLOC
GBR LIL CRNC,GERBER
1 NIVEA FOR MEN LOTION 16.9,NIVEA
LLALUMINUM FOIL,REYNOLDS
ARM FUN KIT PEP 12Z,ARMOUR
LS GUMMIES COLL PE,LIFE_SAVERS
AKC BAN CHX JERKY,PLU_MEAT
HER KISS R +G XM,HERSHEYS
PK RIB END,PLU_MEAT
MRLBRO BLND 27 BX,MARLBORO
LARGE COOKIE CAKE DECOR,PLU_BAKERY
BELG SHRD PARM CUP,STELLA
BLBRY SWIRL,PHILLY_SWIRL
AIRHEAD XTRA SOUR BELT 2Z TF,AIRHEADS
GNP BREAST,GOLDN_PLUMP
ASSORTED GELATI,PLU_MEAT
DGRNO PIZZERTA 4 C MVP,DIGIORNO
SENT 6X4 JERSEY WH,RETAILER_THE_FRESH_MARKET
CMPLLS KDS,SUAVE
SH SE WILD CHILD,SALLY_HANSEN
CVGRL SHDW 1KIT 460 KNCK,COVERGIRL
O IDA FAST FRIES,OREIDA
NATURE'S GRANOLA PUMPKIN FALX,GERBER
CHAS 5HR NRG CITR,CAMPBELLS
KEEB CRACK CHDR N CHSE,KEEBLER
FLS BLBIRD 6 PEC SP SHPR 2,KELLOGGS
CHARM BSTC 1GRL,CHARMIN
SB CHC CHP WFF,KELLOGGS
CARNE ASADA NARANJA F,PLU_MEAT
HOT SOUR BROTH,BEST_CHOICE
ORGANIC NAVEL ORG 2.34 1 LB/1.49,PLU_FRUIT
KIT KAT SNACK SZ CANDY BAR,HERSHEYS
5-PK. WRITE DUDES MEDIUM BALLPOINT PEN,PAPER_MATE
MARL GOLD BO,MARLBORO
PC WESSON COR OIL,WESSON
HELUVA NUSTER,HELUVA_GOOD
V8 SPSH ORG PNE,CAMPBELLS
UNIO PLSTC PLT,DIXIE
SARG RF SEISS SL,SARGENTO
LITTLE DEBBIE STRUES,LITTLE_DEBBIE
UNION SWEET VIDALIA BY LB,PLU_VEGETABLE
MINUTE MAID F.P,MINUTE_MAID
GOLDFISH XTRA CH,PEPPERIDGE_FARM
BIG FLWR NOTE CRD,HALLMARK
VANIL 32 QZ YOGURT,CHOBANI
AJAX DISH LIG 28/300Z,AJAX
STNY YO BABY PCHPR,STONYFIELD_ORGANIC
NM VIT D 1,NATURE_MADE
DOVE LNTS MOIS SHM,DOVE
OJ/FC CALCIUM,MINUTE_MAID
SFY SNAP PEAS,SNAPPLE
TOTINOS CRISPY CCRU,TOTINOS
SUAVE LPROSH ALM SHEA,SUAVE
OSCAR MAYER BUN LENGTH DOGS,OSCAR_MAYER
IBERIA PINK BEANS DRY,GOYA
POST COCOA PEBBLES 15 OZ,POST
YOPLAIT GREEG YGRT,YOPLAIT
BBUFF 100Z WLDRNSS SLMN TRT,PURINA
SOUP BROT LOW SODIUM,RETAILER_THE_FRESH_MARKET
OM RED RIND MEAT BIO,OSCAR_MAYER
16 KLEENEX ANTI-VIRL FT UPRT T,KLEENEX
KEL P-TART CKE &CPC,KELLOGGS
BREAST BONELLESS,BANQUET
MONSTERS UNIV LOLLI,DISNEY
RUSSIAN PICKLE,LAYS
HNZ BF GRVY 120Z,PLU_MEAT
YOPL GRK BLN PIN,YOPLAIT
ROPE DOTY FY,WONKA
KRUNCH BRS STNRD,BUTTERBALL
FREDNT GUM,WRIGLEYS
EL RNCH TRL,NATURE_VALLEY
ENGLISH MUFFIN WIT,PLU_BAKERY
KRFT SHED,KRAFT
NESTULT TURTLE,GENERAL_MILLS
DJN MSTRD COARSE,SNYDERS_OF_HANOVER
FRITO VAR/PK CLSSC 2,FRITOLAY
WRIGLEY 5 COLBALT GU,WRIGLEYS
BEER BATTET TEN,ANW
GAIN POWDER DETER ORIGINAL,GAIN
MXD FS CARAMEL LVRS HLWN,MARS
"PETC-5/8""9-14""ADJ",RENUZIT
BARILLA FETTCIN,BARILLA
SOBE STWBRY DAQURI PC,SOBE
CAMPBL TOMATO SP,CAMPBELLS
H/ESS MOUSSE TOT MFGG CPN,HERBAL_ESSENCES
CREAMER PN,NESTLE
SINCERE BANH PHO 5LB,PLU_MEAT
BROCCOLI RABE 22 LBPC,SMART_ONES
DOLE SUMR GARDN,DOLE
RAGU SPAG SC FLA,RAGU
LANCE CR CHEE W CHVE,LANCE
BNLS PT SRLN CPN,PLU_MEAT
NT PROM WHT TOR W BC,TOSTITOS
PEARSON BLCKEYE PEAS,GOYA
PERRIER,PERRIER
WD F/S SHARP,PLU_MEAT
BST CH CHARC 20% MOR,BEST_CHOICE
COMMAND MED WIRE HOOK,3M
NEXXUS HAIR SPR TS,NEXXUS
STN POP CHIP,GREEN_GIANT
RENU MPS FRESH SOLID,RENUZIT
FINISH QUANTUM POW,ELECTRASOL
BORDEN CHDR MLT SH,BORDEN
PINEAPPLE BOWL,DOLE
COORS LIGHT 20PK NP,COORS
CRISCO SHORTENG,CRISCO
ORE I STK FR,OREIDA
MENAGE A TROIS ROS,FOLIE_A_DEUX
NEWCASTLE 12Z,NEWCASTLE
SCOTCH TAP DISP MFG CPN,3M
